"","CellName","FACS_population","PassQC","TotalReads","UniqueMap","MulitMap","UnMap","UnMap_per","total_features_by_counts","pct_counts_MT","pct_counts_Ribosome","pct_counts_Hbb","cell_cycle","is_in_Fig_1B","Fig_1B_cluster","Fig_1B_UMAP1","Fig_1B_UMAP2","is_in_Fig_2C","Fig_2C_cluster","Fig_2C_UMAP1","Fig_2C_UMAP2"
"1000","Cell_1000","E10.5_Fcs-HE_Runx1KO","Pass",1705086,1409740,181442,113904,6.68024955925977,7764,1.01643035284383,4.90125474212485,0,"S","no",NA,NA,NA,"yes","C04",7.33196306926902,-2.01648249478267
"1001","Cell_1001","E10.5_Fcs-HE_Runx1KO","Pass",1302945,1057181,136086,109678,8.41769990291225,7963,3.33277521859878,3.64370508848425,0,"G2M","no",NA,NA,NA,"yes","C04",5.96330694070649,-0.911236593834369
"1002","Cell_1002","E10.5_Fcs-HE_Runx1KO","Pass",895791,719326,96964,79501,8.87494962552649,6450,2.67175502490666,4.91473024668141,0,"G1","no",NA,NA,NA,"yes","C04",6.36761990771508,-1.15957159849672
"1003","Cell_1003","E10.5_Fcs-HE_Runx1KO","Pass",1652459,1345647,161499,145313,8.79374314279507,6516,2.23200859291085,5.09753976778681,0,"G1","no",NA,NA,NA,"yes","C04",6.49745817412928,-1.33126658427533
"1004","Cell_1004","E10.5_Fcs-HE_Runx1KO","Pass",1265223,1015385,161189,88649,7.00659093298178,8115,1.61723477977739,5.00155749861876,0,"S","no",NA,NA,NA,"yes","C03",5.21467954054421,1.62289741050378
"1005","Cell_1005","E10.5_Fcs-HE_Runx1KO","Pass",1437296,1177225,139386,120685,8.39666985784417,6684,2.42026473543017,4.50933418708118,0.000110398427926386,"G1","no",NA,NA,NA,"yes","C04",6.66162460708992,-0.450100240653416
"1006","Cell_1006","E10.5_Fcs-HE_Runx1KO","Pass",1823988,1505999,171775,146214,8.01617115902078,6995,1.96290194587788,4.6069467200748,0,"G1","no",NA,NA,NA,"yes","C04",6.78362361016753,-0.352206416294038
"1007","Cell_1007","E10.5_Fcs-HE_Runx1KO","Pass",1185983,956393,119637,109953,9.27104351411445,6636,2.74573254822521,4.94397807190721,0,"G1","no",NA,NA,NA,"yes","C04",5.62446928099525,-1.09802651336096
"1008","Cell_1008","E10.5_Fcs-HE_Runx1KO","Pass",1241112,1017519,123477,100116,8.06663701583741,6607,2.86914064303685,5.04566640765069,0,"G1","no",NA,NA,NA,"yes","C04",6.14427008409619,-0.934135140516101
"1009","Cell_1009","E10.5_Fcs-HE_Runx1KO","Pass",1666557,1351042,187245,128270,7.69670644328397,7271,2.08178561405247,5.96616042286361,0,"G1","no",NA,NA,NA,"yes","C04",6.13022906590747,-1.0620112405833
"1010","Cell_1010","E10.5_Fcs-HE_Runx1KO","Pass",1625090,1380088,133539,111463,6.85888166193872,7758,2.01095080069305,4.66429967607516,0,"G1","no",NA,NA,NA,"yes","C04",7.16160669371681,-1.9010804914937
"1011","Cell_1011","E10.5_Fcs-HE_Runx1KO","Pass",1742791,1425792,181019,135980,7.80242725605078,7512,1.9364219420034,4.38447748154934,0,"G1","no",NA,NA,NA,"yes","C04",7.09157578031523,-1.83181314510984
"1012","Cell_1012","E10.5_Fcs-HE_Runx1KO","Pass",1559780,1282866,161588,115326,7.39373501391222,6665,1.26109633705784,4.16306944045756,0,"G1","no",NA,NA,NA,"yes","C04",6.72290645208948,-1.48745136810172
"1013","Cell_1013","E10.5_Fcs-HE_Runx1KO","Pass",1206705,978944,132987,94774,7.8539493911105,6974,2.44306684742599,5.63813538980587,0,"G1","no",NA,NA,NA,"yes","C04",6.86889366180763,-1.18463210367992
"1014","Cell_1014","E10.5_Fcs-HE_Runx1KO","Pass",1131727,916430,136221,79076,6.98719744249276,8112,1.20077379738518,4.97785104117101,0,"G2M","no",NA,NA,NA,"yes","C02",4.69894904682318,2.17137636791572
"1015","Cell_1015","E10.5_Fcs-HE_Runx1KO","Fail",2067520,1579916,330730,156874,7.58754449775577,6936,1.36080421589281,4.42069446003685,44.1281112351166,NA,"no",NA,NA,NA,"no",NA,NA,NA
"1016","Cell_1016","E10.5_Fcs-HE_Runx1KO","Pass",1418546,1160345,148140,110061,7.7587191391749,7728,1.8027712820126,4.66681439293931,0,"G2M","no",NA,NA,NA,"yes","C04",7.04428338359343,-0.318307842970239
"1017","Cell_1017","E10.5_Fcs-HE_Runx1KO","Pass",1799245,1475246,195544,128455,7.13938346361946,8452,1.21618472004725,4.91593976080671,0.000187206144854499,"G2M","no",NA,NA,NA,"yes","C04",6.67649728061517,-0.918664111897995
"1018","Cell_1018","E10.5_Fcs-HE_Runx1KO","Pass",2271862,1843179,247852,180831,7.95959437677112,7880,1.50835879708828,5.54404443081134,0,"G2M","no",NA,NA,NA,"yes","C04",6.8653052902042,-2.13904684953265
"1019","Cell_1019","E10.5_Fcs-HE_Runx1KO","Pass",1754414,1412857,215530,126027,7.18342420888114,7429,1.15566198519224,5.48593781355589,0,"G1","no",NA,NA,NA,"yes","C03",4.71424953262681,2.17115976738075
"1020","Cell_1020","E10.5_Fcs-HE_Runx1KO","Pass",1740496,1416870,195764,127862,7.34629668784071,6506,1.55956350120626,6.38658438361016,0,"G1","no",NA,NA,NA,"yes","C04",6.39981575935282,-0.869818638686336
"1021","Cell_1021","E10.5_Fcs-HE_Runx1KO","Pass",1986880,1639999,210777,136104,6.85013689805122,7083,1.3839460041208,5.22037417417227,0,"G1","no",NA,NA,NA,"yes","C04",7.00232526894532,-0.461988386420852
"1022","Cell_1022","E10.5_Fcs-HE_Runx1KO","Pass",1644512,1344504,166929,133079,8.0923094510712,6633,1.05902284684885,4.91585614608636,0,"G1","no",NA,NA,NA,"yes","C04",6.35455285474159,-0.808719356570969
"1023","Cell_1023","E10.5_Fcs-HE_Runx1KO","Pass",1887974,1541378,195577,151019,7.99899786755538,7244,2.08636771477772,5.6662395387395,0,"G1","no",NA,NA,NA,"yes","C04",6.15525161653386,-0.263540086360109
"1024","Cell_1024","E10.5_Fcs-HE_Runx1KO","Pass",1891990,1535292,222035,134663,7.11753233368041,7843,1.30191638403532,5.62554529219833,0,"G2M","no",NA,NA,NA,"yes","C04",6.83601234155269,-0.485797715475635
"1025","Cell_1025","E10.5_Fcs-HE_Runx1KO","Pass",1712856,1373375,206621,132860,7.75663570084117,8333,1.32899195959864,5.00058019425102,0,"G2M","no",NA,NA,NA,"yes","C03",4.3984884288159,1.99653301227707
"1026","Cell_1026","E10.5_Fcs-HE_Runx1KO","Pass",1055755,833255,145235,77265,7.31845930163722,8169,1.33774585315884,4.72112677807813,0,"G2M","no",NA,NA,NA,"yes","C02",4.6216463364075,2.24813206940972
"1027","Cell_1027","E10.5_Fcs-HE_Runx1KO","Pass",1622648,1321912,171900,128836,7.93986126381076,9302,1.73396973750499,5.70027621909907,0.000108576689887601,"G1","no",NA,NA,NA,"yes","C02",4.00750616681283,2.88735444081525
"1028","Cell_1028","E10.5_Fcs-HE_Runx1KO","Pass",947115,762778,111028,73309,7.74024273715441,6815,2.10448577971172,6.74611397128492,0,"G1","no",NA,NA,NA,"yes","C04",5.76058248464967,-1.24656183167929
"1029","Cell_1029","E10.5_Fcs-HE_Runx1KO","Pass",1552953,1268213,168946,115794,7.45637504805361,7064,1.37032887893094,4.74903976954469,0,"G2M","no",NA,NA,NA,"yes","C04",6.68242665813693,-0.303586656960129
"1030","Cell_1030","E10.5_Fcs-HE_Runx1KO","Pass",1907081,1560288,210056,136737,7.16996289093122,7465,1.42065339173577,5.48714181718651,0,"G1","no",NA,NA,NA,"yes","C04",7.43526779409099,-1.62075348279547
"1031","Cell_1031","E10.5_Fcs-HE_Runx1KO","Pass",1205868,975520,134957,95391,7.91056732577695,6644,1.90404809994737,5.47131390340882,0,"G1","no",NA,NA,NA,"yes","C04",7.41759372691395,-1.35674699732242
"1032","Cell_1032","E10.5_Fcs-HE_Runx1KO","Pass",1305632,1068698,146148,90786,6.95341413200657,7393,1.68704517185859,5.65481262543146,0,"G1","no",NA,NA,NA,"yes","C04",6.96076164960289,-1.44341923288703
"1033","Cell_1033","E10.5_Fcs-HE_Runx1KO","Pass",1185340,949583,140393,95364,8.04528658443991,7677,1.43463786386352,5.10559291109803,0,"G2M","no",NA,NA,NA,"yes","C04",6.42160666516414,-1.87862798423346
"1034","Cell_1034","E10.5_Fcs-HE_Runx1KO","Pass",1440489,1145076,166362,129051,8.95883272971887,6390,1.50800290585603,6.0842016370355,0,"G1","no",NA,NA,NA,"yes","C05",5.79721007589482,-2.7274560362417
"1035","Cell_1035","E10.5_Fcs-HE_Runx1KO","Pass",756127,591990,86781,77356,10.2305565070418,7371,3.14680740804097,4.86397963342172,0,"G1","no",NA,NA,NA,"yes","C04",6.36540475224034,-2.67461189652061
"1036","Cell_1036","E10.5_Fcs-HE_Runx1KO","Pass",1440091,1174825,157602,107664,7.47619421272683,7500,1.53821758919395,5.82352077521656,0,"G1","no",NA,NA,NA,"yes","C04",6.91834523115507,-2.2828536512222
"1037","Cell_1037","E10.5_Fcs-HE_Runx1KO","Pass",1377865,1148771,141673,87421,6.34467092204244,9402,1.20566563148184,4.88110653999977,0,"G1","no",NA,NA,NA,"yes","C04",7.18446532368019,-1.96818928670431
"1038","Cell_1038","E10.5_Fcs-HE_Runx1KO","Pass",889002,703341,101011,84650,9.52191333652793,7136,3.54721770616226,7.03712979510058,0,"G1","no",NA,NA,NA,"yes","C04",6.64635666272248,-1.06345321556769
"1039","Cell_1039","E10.5_Fcs-HE_Runx1KO","Pass",1413089,1158804,133353,120932,8.55798891648014,6534,2.07591515507993,5.25249554605489,0,"G1","no",NA,NA,NA,"yes","C04",6.6995907188671,-0.481489031178939
"1040","Cell_1040","E10.5_Fcs-HE_Runx1KO","Pass",1342414,1089268,157184,95962,7.14846537655299,7211,1.39644261693296,5.45208984039761,0.000125286436114567,"G2M","no",NA,NA,NA,"yes","C04",6.45981246425427,-1.64719875503783
"1041","Cell_1041","E10.5_Fcs-HE_Runx1KO","Fail",1428713,990695,343951,94067,6.58403752188158,4235,0.442818723114578,2.98563946158618,65.7806933276008,NA,"no",NA,NA,NA,"no",NA,NA,NA
"1042","Cell_1042","E10.5_Fcs-HE_Runx1KO","Pass",1684635,1352488,183688,148459,8.81253209152131,6287,2.24882911640807,5.89340380439049,0.000104659985870902,"G1","no",NA,NA,NA,"yes","C04",5.6403517225801,-0.897754421957965
"1043","Cell_1043","E10.5_Fcs-HE_Runx1KO","Pass",1274721,1044515,151921,78285,6.14134387054108,8569,1.48749461463459,4.40734724955515,0.00369964161213673,"G2M","no",NA,NA,NA,"yes","C04",7.26792280746648,-0.685489430481841
"1044","Cell_1044","E10.5_Fcs-HE_Runx1KO","Pass",1243530,1015701,140008,87821,7.06223412382492,6821,1.57494375200886,5.20912518430464,0.0105863566097129,"G1","no",NA,NA,NA,"yes","C03",4.92943344489283,2.02966810527681
"1045","Cell_1045","E10.5_Fcs-HE_Runx1KO","Pass",1306342,1045278,151172,109892,8.41219221306519,6482,1.6322054538615,4.91013306299931,0,"G2M","no",NA,NA,NA,"yes","C05",6.70852193443375,-0.414499534184037
"1046","Cell_1046","E10.5_Fcs-HE_Runx1KO","Pass",1339694,1091066,152368,96260,7.1852228941833,7346,1.12440946447343,5.50735730847513,0,"G2M","no",NA,NA,NA,"yes","C04",6.96546695992687,-2.29489726802402
"1047","Cell_1047","E10.5_Fcs-HE_Runx1KO","Pass",1473929,1189497,153871,130561,8.85802504733946,6714,2.23882178309469,6.18751233721842,0,"G1","no",NA,NA,NA,"yes","C04",6.644444137518,-1.65409768958916
"1048","Cell_1048","E10.5_Fcs-HE_Runx1KO","Pass",1432467,1175463,153265,103739,7.24198183972126,6733,1.87340983669002,5.40848781701036,0,"G1","no",NA,NA,NA,"yes","C04",6.6172404350408,-1.00296974220838
"1049","Cell_1049","E10.5_Fcs-HE_Runx1KO","Pass",1533471,1234501,141114,157856,10.2940322966655,7416,3.53703834854364,5.56008703700538,0.01025688615589,"G1","no",NA,NA,NA,"yes","C04",6.37527264850509,-0.201612621611703
"1050","Cell_1050","E10.5_Fcs-HE_Runx1KO","Pass",1029411,824382,109717,95312,9.25888687803025,6976,2.61709230423941,6.0188351473959,0,"G2M","no",NA,NA,NA,"yes","C04",7.10544243584554,-0.363028361965658
"1051","Cell_1051","E10.5_Fcs-HE_Runx1KO","Pass",2123683,1733040,228683,161960,7.62637361602461,7288,2.04439969062869,5.70262831032444,0,"G1","no",NA,NA,NA,"yes","C04",6.9994854170141,-1.05348622408193
"1052","Cell_1052","E10.5_Fcs-HE_Runx1KO","Pass",1715796,1391256,175803,148737,8.66868788597246,7727,2.26366149566663,5.58441781115512,0,"G1","no",NA,NA,NA,"yes","C04",6.90126058601819,-1.08479331612518
"1053","Cell_1053","E10.5_Fcs-HE_Runx1KO","Pass",1794435,1449236,206521,138678,7.7282264333899,6743,1.84084620810901,5.94313899640712,0,"G1","no",NA,NA,NA,"yes","C04",5.95894488482055,-1.37955930596205
"1054","Cell_1054","E10.5_Fcs-HE_Runx1KO","Pass",1857258,1494671,222744,139843,7.52954086077432,7289,1.64030285703427,5.5979837170294,0,"S","no",NA,NA,NA,"yes","C04",6.0913324567835,-0.503618230557189
"1055","Cell_1055","E10.5_Fcs-HE_Runx1KO","Pass",1564551,1276126,187847,100578,6.42855362337182,8884,1.00650567782446,5.50620109026726,0,"G1","no",NA,NA,NA,"yes","C04",6.68291670245282,-2.57059085136866
"1056","Cell_1056","E10.5_Fcs-HE_Runx1KO","Pass",1412321,1146893,152560,112868,7.99166761663956,7894,2.1816448272185,5.92870449940723,0,"G2M","no",NA,NA,NA,"yes","C04",6.73338046076887,-0.313608684526448
"1057","Cell_1057","E10.5_Fcs-HE_Runx1KO","Pass",1489237,1161202,213966,114069,7.65955989543639,6965,0.796334326990752,5.96728157790278,0,"G2M","no",NA,NA,NA,"yes","C03",5.16632875911263,1.78054812373239
"1058","Cell_1058","E10.5_Fcs-HE_Runx1KO","Pass",1816760,1490462,197071,129227,7.1130474030692,7373,1.21310705518198,5.65208666880137,0,"G1","no",NA,NA,NA,"yes","C04",6.88330226173778,-1.50474834166308
"1059","Cell_1059","E10.5_Fcs-HE_Runx1KO","Pass",2040307,1669766,229394,141147,6.91792950766723,8740,1.28114755837082,5.10003279763857,0,"G2M","no",NA,NA,NA,"yes","C04",7.50721766661773,-1.35670624668233
"1060","Cell_1060","E10.5_Fcs-HE_Runx1KO","Pass",1936560,1589478,209412,137670,7.10899739744702,6863,1.11042400012417,5.21792265018254,0,"G1","no",NA,NA,NA,"yes","C04",7.61860387196734,-1.50870460580384
"1061","Cell_1061","E10.5_Fcs-HE_Runx1KO","Pass",1624283,1282840,228506,112937,6.95303712468825,7701,1.21435027958044,5.7280860162309,0,"G2M","no",NA,NA,NA,"yes","C01",4.25581058472005,2.41947870858599
"1062","Cell_1062","E10.5_Fcs-HE_Runx1KO","Pass",1118827,907936,137596,73295,6.55105749146204,7601,1.58360172498499,5.54492603308041,0,"G1","no",NA,NA,NA,"yes","C04",5.82832375175333,-2.76587922271524
"1063","Cell_1063","E10.5_Fcs-HE_Runx1KO","Pass",1657473,1322128,203936,131409,7.92827394473394,6344,1.76918191932926,5.93055222478049,0,"G1","no",NA,NA,NA,"yes","C05",5.38503410730883,-1.23658800674272
"1064","Cell_1064","E10.5_Fcs-HE_Runx1KO","Pass",1519240,1227134,190182,101924,6.70888075616756,8867,1.86243676518433,5.05229963148908,0,"G2M","no",NA,NA,NA,"yes","C04",7.08622990610693,-2.16823781135824
"1065","Cell_1065","E10.5_Fcs-HE_Runx1KO","Pass",1582848,1255946,225163,101739,6.42759127850558,8765,1.02033727219415,5.95600299960972,0,"G2M","no",NA,NA,NA,"yes","C01",4.17778194513884,2.42061999348232
"1066","Cell_1066","E10.5_Fcs-HE_Runx1KO","Pass",1870967,1542486,186724,141757,7.57667024592096,7349,1.67719980554205,6.01279040308942,0,"G1","no",NA,NA,NA,"yes","C04",6.37635322264273,-0.498787491396627
"1067","Cell_1067","E10.5_Fcs-HE_Runx1KO","Pass",1225398,988392,139203,97803,7.98132525106129,7697,1.83635416651964,5.50355767154244,0,"G2M","no",NA,NA,NA,"yes","C03",4.91766410743204,1.91384136067221
"1068","Cell_1068","E10.5_Fcs-HE_Runx1KO","Pass",1371622,1111753,162663,97206,7.08693794646047,7953,1.53844875458062,6.03413789296623,0,"G1","no",NA,NA,NA,"yes","C03",4.35894012405786,2.06625463449434
"1069","Cell_1069","E10.5_Fcs-HE_Runx1KO","Pass",1701369,1387838,166657,146874,8.6326952001594,6328,1.8727277349808,6.28907024635802,0,"G1","no",NA,NA,NA,"yes","C04",5.99944212496178,-0.70048480156853
"1070","Cell_1070","E10.5_Fcs-HE_Runx1KO","Pass",1503553,1234516,158342,110695,7.3622280026045,6682,2.11537788510333,5.87716765534499,0,"G1","no",NA,NA,NA,"yes","C04",7.27017405176453,-1.21861362845753
"1071","Cell_1071","E10.5_Fcs-HE_Runx1KO","Pass",1793878,1403590,241035,149253,8.32013102340293,7642,1.82059053971498,6.21830808439868,0,"G2M","no",NA,NA,NA,"yes","C01",3.90309014554023,3.28400580212914
"1072","Cell_1072","E10.5_Fcs-HE_Runx1KO","Pass",1879683,1525481,197076,157126,8.35917545671265,6756,1.84781259108517,5.22678060219459,0,"G1","no",NA,NA,NA,"yes","C04",6.65703747810212,-1.55694855826903
"1073","Cell_1073","E10.5_Fcs-HE_Runx1KO","Fail",98,20,3,75,76.530612244898,17,0,0,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"1074","Cell_1074","E10.5_Fcs-HE_Runx1KO","Pass",1451659,1160065,167126,124468,8.57418994405711,6953,2.72740709264408,6.0284703426233,0,"G1","no",NA,NA,NA,"yes","C06_KO",6.76620579612301,-2.39107945575818
"1075","Cell_1075","E10.5_Fcs-HE_Runx1KO","Pass",1917818,1557822,211204,148792,7.7584004321578,7631,1.11751042462936,5.22781629030829,0,"G1","no",NA,NA,NA,"yes","C04",7.39726616744725,-1.24253092298558
"1076","Cell_1076","E10.5_Fcs-HE_Runx1KO","Pass",1557860,1245137,211617,101106,6.49005687288973,8384,1.31216088099142,5.63075234880606,0,"G2M","no",NA,NA,NA,"yes","C02",3.92648892243638,2.72730049220541
"1077","Cell_1077","E10.5_Fcs-HE_Runx1KO","Pass",1935014,1583912,216848,134254,6.93814101603399,8382,1.4052722853029,4.95316167867366,0,"G2M","no",NA,NA,NA,"yes","C04",7.03763723009486,-0.685367711024655
"1078","Cell_1078","E10.5_Fcs-HE_Runx1KO","Pass",2351776,1895835,303052,152889,6.50100179608942,8540,1.5530964331198,6.02920279934098,0,"G2M","no",NA,NA,NA,"yes","C01",4.61447502745846,3.07865066107088
"1079","Cell_1079","E10.5_Fcs-HE_Runx1KO","Pass",1668195,1313572,233327,121296,7.27109240826162,8824,1.31861795989781,6.01044001480316,0,"G2M","no",NA,NA,NA,"yes","C02",4.38906781741328,2.14632021436738
"1080","Cell_1080","E10.5_Fcs-HE_Runx1KO","Pass",1605280,1315557,158890,130833,8.15016694906808,8460,2.43167700679131,6.90837264105976,0,"G1","no",NA,NA,NA,"yes","C04",6.738136950963,-0.569072524139611
"1081","Cell_1081","E10.5_Fcs-HE_Runx1KO","Pass",1704489,1389517,181260,133712,7.84469714970293,6524,1.56244793030397,5.72716669443717,0,"G1","no",NA,NA,NA,"yes","C04",6.69739346635348,-0.94103200041271
"1082","Cell_1082","E10.5_Fcs-HE_Runx1KO","Pass",1679069,1371908,164331,142830,8.50649973288769,6526,2.18343220072526,6.97612509694594,0,"G1","no",NA,NA,NA,"yes","C04",5.80058117061689,-1.02392889490192
"1083","Cell_1083","E10.5_Fcs-HE_Runx1KO","Pass",1817216,1426616,248657,141943,7.81101421074875,8380,2.3681702800742,5.61861641883238,0.0161137818212463,"G2M","no",NA,NA,NA,"yes","C01",3.84677027631171,3.28176112041401
"1084","Cell_1084","E10.5_Fcs-HE_Runx1KO","Pass",1589081,1305129,146868,137084,8.62662129872549,6480,1.84685249741472,5.62994852636561,0,"G1","no",NA,NA,NA,"yes","C04",6.3244953287624,-0.216372598498613
"1085","Cell_1085","E10.5_Fcs-HE_Runx1KO","Pass",796675,621415,98393,76867,9.64847648037154,7135,3.0185870200071,5.16519886851659,0,"G2M","no",NA,NA,NA,"yes","C03",4.80268150401118,2.30577474652128
"1086","Cell_1086","E10.5_Fcs-HE_Runx1KO","Pass",410430,326272,45955,38203,9.30804278439685,6626,4.55814754521858,5.26917919719852,0,"G2M","no",NA,NA,NA,"yes","C04",7.03229580714353,-2.20215172130503
"1087","Cell_1087","E10.5_Fcs-HE_Runx1KO","Pass",735829,572995,99630,63204,8.58949565727907,7867,2.37327401838493,4.65009363739005,0,"G1","no",NA,NA,NA,"no",NA,NA,NA
"1088","Cell_1088","E10.5_Fcs-HE_Runx1KO","Pass",487383,377108,61092,49183,10.0912424109992,6152,4.68481566954596,4.51233270352476,0,"G1","no",NA,NA,NA,"yes","C04",6.25140609191855,-0.937605736147071
"1089","Cell_1089","E10.5_Fcs-HE_Runx1KO","Pass",530263,415526,64646,50091,9.44644450018199,7258,5.6916276651066,5.07085283411336,0.000325013000520021,"G1","no",NA,NA,NA,"yes","C04",6.76533383193318,-2.58508709757718
"1090","Cell_1090","E10.5_Fcs-HE_Runx1KO","Pass",755385,589872,95944,69569,9.20974072823792,7265,3.13626627411919,5.23239927014377,0,"G1","no",NA,NA,NA,"yes","C04",6.72756909862179,-1.78236904659177
"1091","Cell_1091","E10.5_Fcs-HE_Runx1KO","Pass",615436,479829,67605,68002,11.0494023749017,6347,3.64111897214622,5.84163964854343,0,"G1","no",NA,NA,NA,"yes","C05",6.84745273075167,-2.5799430637645
"1092","Cell_1092","E10.5_Fcs-HE_Runx1KO","Pass",482845,371960,55959,54926,11.3754931706862,6749,2.7658822850881,5.81581451682672,0,"G1","no",NA,NA,NA,"yes","C04",6.33629266426195,-1.44240021963026
"1093","Cell_1093","E10.5_Fcs-HE_Runx1KO","Pass",860448,684960,107078,68410,7.95050950202685,7825,2.13279031134452,4.20623721089934,0,"G1","no",NA,NA,NA,"yes","C04",6.44204212438631,-2.63762434014692
"1094","Cell_1094","E10.5_Fcs-HE_Runx1KO","Pass",684333,530840,73162,80331,11.7385834089544,5964,2.53092630338795,4.82153190114009,0,"G1","no",NA,NA,NA,"yes","C05",5.46883662044348,-0.547500994865618
"1095","Cell_1095","E10.5_Fcs-HE_Runx1KO","Pass",660080,499580,88804,71696,10.8617137316689,7484,3.33234453373604,5.79283749528073,0.010786904697697,"G2M","no",NA,NA,NA,"yes","C04",6.5696369764377,-1.73090538534401
"1096","Cell_1096","E10.5_Fcs-HE_Runx1KO","Pass",639859,499313,84183,56363,8.80865940777578,8292,2.93738225898927,5.06516708985175,0,"G2M","no",NA,NA,NA,"yes","C04",7.27234044758203,-2.00234322271414
"1097","Cell_1097","E10.5_Fcs-Endo_Runx1","Pass",978461,779954,110085,88422,9.03684459574781,8210,3.98942808898025,4.42405109756993,0,"G1","no",NA,NA,NA,"yes","C02",4.66130309487973,3.0877767045363
"1098","Cell_1098","E10.5_Fcs-Endo_Runx1","Pass",438423,335863,67070,35490,8.09492202735714,7720,2.74679208821616,3.4054808014046,0,"G2M","no",NA,NA,NA,"yes","C01",3.81315682214517,3.36075765371314
"1099","Cell_1099","E10.5_Fcs-Endo_Runx1","Pass",1083176,835209,160079,87888,8.11391685192434,8447,3.06758632117484,3.78106741743105,0,"G2M","no",NA,NA,NA,"yes","C02",3.77135580464797,3.35216151739003
"1100","Cell_1100","E10.5_Fcs-Endo_Runx1","Pass",764917,582183,116974,65760,8.59701117899066,8289,3.90815625245038,3.92429994049898,0,"S","no",NA,NA,NA,"yes","C01",5.00009245374002,2.7549036081537
"1101","Cell_1101","E10.5_Fcs-Endo_Runx1","Pass",796092,624723,106714,64655,8.12154876572055,8138,3.90528912178041,3.46238202025678,0.00134417936729477,"G2M","no",NA,NA,NA,"yes","C01",3.87548224767846,3.36126578492767
"1102","Cell_1102","E10.5_Fcs-Endo_Runx1","Pass",1269178,988240,192208,88730,6.99113914675483,9387,2.34678849604331,3.87501426067476,0.0120567522998579,"G2M","no",NA,NA,NA,"yes","C01",3.78991621986458,3.28585344916792
"1103","Cell_1103","E10.5_Fcs-Endo_Runx1","Pass",843605,653528,123163,66914,7.93191126178721,7430,1.88833967335596,3.50333705382565,0,"G2M","no",NA,NA,NA,"yes","C01",3.93837257640131,3.23054654344635
"1104","Cell_1104","E10.5_Fcs-MesKO","Pass",712902,560360,94548,57994,8.13491896501903,7697,2.98328795997601,3.69782578111695,0.00987271600885583,"G2M","no",NA,NA,NA,"yes","C10",-14.1888564179113,1.46307681899722
"1105","Cell_1105","E10.5_Fcs-MesKO","Pass",1030941,782856,127467,120618,11.6997965935975,6971,5.65051337163996,4.75992704042748,0.000642249758085924,"S","no",NA,NA,NA,"yes","C09",-13.3736392369992,2.5449556863537
"1106","Cell_1106","E10.5_Fcs-MesKO","Pass",948047,750574,113915,83558,8.81369805505423,6998,3.02751632549356,3.86294169845808,0,"G1","no",NA,NA,NA,"yes","C10",-14.8728642787375,1.22632477160858
"1107","Cell_1107","E10.5_Fcs-MesKO","Pass",948523,753597,119482,75444,7.95383981200245,7342,2.81798259190016,4.03488694993889,0,"G1","no",NA,NA,NA,"yes","C10",-15.369326342557,1.05844288209986
"1108","Cell_1108","E10.5_Fcs-MesKO","Pass",951799,739710,131081,81008,8.51104067140226,7543,3.28452777845834,4.43000401425532,0,"G1","no",NA,NA,NA,"yes","C10",-15.3824336256158,2.3582664305294
"1109","Cell_1109","E10.5_Fcs-MesKO","Pass",684774,532261,89216,63297,9.24348763241595,6707,4.02350313673642,4.27028080506935,0,"G1","no",NA,NA,NA,"yes","C10",-15.1364611269319,1.05495925180779
"1110","Cell_1110","E10.5_Fcs-HE_Runx1KO","Pass",439391,355250,47611,36530,8.31377975425077,7611,3.06344333589153,3.08302954719877,0,"G1","no",NA,NA,NA,"yes","C04",7.14332082987759,-1.26141521899563
"1111","Cell_1111","E10.5_Fcs-HE_Runx1KO","Pass",834683,666912,99350,68421,8.19724374403216,7969,4.22994872403863,3.86775127977844,0,"G2M","no",NA,NA,NA,"yes","C04",7.56073645873693,-1.3914989390285
"1112","Cell_1112","E10.5_Fcs-HE_Runx1KO","Pass",557136,446705,59563,50868,9.13026621866115,7421,4.97718606779672,4.1369038572601,0,"G2M","no",NA,NA,NA,"yes","C04",6.61437632469429,-0.739002809722524
"1113","Cell_1113","E10.5_Fcs-HE_Runx1KO","Pass",730742,587545,83175,60022,8.21384291583076,7426,3.58775840910491,3.95236222524414,0.00568582949144993,"G1","no",NA,NA,NA,"yes","C04",7.21057831215575,-2.29270094243847
"1114","Cell_1114","E10.5_Fcs-HE_Runx1KO","Pass",930446,757992,108788,63666,6.84252498264273,7935,2.73988646269214,3.43406018849268,0,"G1","no",NA,NA,NA,"yes","C04",7.38047731457348,-1.29963138255168
"1115","Cell_1115","E10.5_Fcs-HE_Runx1KO","Pass",616471,498325,61731,56415,9.15128205544137,6636,4.69206726814886,3.46875118630342,0,"G1","no",NA,NA,NA,"yes","C01",4.41927451490314,3.10126524857913
"1116","Cell_1116","E10.5_Fcs-HE_Runx1KO","Pass",559000,461827,47506,49667,8.88497316636851,7762,4.37769897833796,3.78857564161079,0,"G1","no",NA,NA,NA,"yes","C04",6.7122308799222,-0.840996671810311
"1117","Cell_1117","E10.5_Fcs-HE_Runx1KO","Pass",979326,781635,112011,85680,8.74887422574301,7537,2.67841675140285,4.82167739991715,0,"G2M","no",NA,NA,NA,"yes","C04",7.12309098900559,-2.14544528293447
