gene_id	gene_name	gene_type	seqnames
26474	ENSMUSG00000090356	Teddm3	protein_coding	chr16
26475	ENSMUSG00000005958	Ephb3	protein_coding	chr16
26476	ENSMUSG00000116843	Gm49750	lncRNA	chr16
26477	ENSMUSG00000096918	Gm16863	lncRNA	chr16
26478	ENSMUSG00000033653	Vps8	protein_coding	chr16
26479	ENSMUSG00000043391	2510009E07Rik	protein_coding	chr16
26480	ENSMUSG00000022853	Ehhadh	protein_coding	chr16
26481	ENSMUSG00000097290	1300002E11Rik	lncRNA	chr16
26482	ENSMUSG00000033618	Map3k13	protein_coding	chr16
26483	ENSMUSG00000116862	Gm49607	lncRNA	chr16
26484	ENSMUSG00000097401	Gm26744	lncRNA	chr16
26485	ENSMUSG00000022856	Tmem41a	protein_coding	chr16
26486	ENSMUSG00000044626	Liph	protein_coding	chr16
26487	ENSMUSG00000022855	Senp2	protein_coding	chr16
26488	ENSMUSG00000033581	Igf2bp2	protein_coding	chr16
26489	ENSMUSG00000022858	Tra2b	protein_coding	chr16
26490	ENSMUSG00000013089	Etv5	protein_coding	chr16
26491	ENSMUSG00000022861	Dgkg	protein_coding	chr16
26492	ENSMUSG00000089874	9230117E06Rik	lncRNA	chr16
26493	ENSMUSG00000089663	Gm15651	lncRNA	chr16
26494	ENSMUSG00000033501	Crygs	protein_coding	chr16
26495	ENSMUSG00000004462	Tbccd1	protein_coding	chr16
26496	ENSMUSG00000004460	Dnajb11	protein_coding	chr16
26497	ENSMUSG00000116831	Gm30505	lncRNA	chr16
26498	ENSMUSG00000022868	Ahsg	protein_coding	chr16
26499	ENSMUSG00000022871	Fetub	protein_coding	chr16
26500	ENSMUSG00000022877	Hrg	protein_coding	chr16
26501	ENSMUSG00000060459	Kng2	protein_coding	chr16
26502	ENSMUSG00000022875	Kng1	protein_coding	chr16
26503	ENSMUSG00000022884	Eif4a2	protein_coding	chr16
26504	ENSMUSG00000022881	Rfc4	protein_coding	chr16
26505	ENSMUSG00000116733	6330408M09Rik	lncRNA	chr16
26506	ENSMUSG00000022878	Adipoq	protein_coding	chr16
26507	ENSMUSG00000068463	B630019A10Rik	lncRNA	chr16
26508	ENSMUSG00000045231	BC106179	lncRNA	chr16
26509	ENSMUSG00000022885	St6gal1	protein_coding	chr16
26510	ENSMUSG00000033383	Rtp1	protein_coding	chr16
26511	ENSMUSG00000022887	Masp1	protein_coding	chr16
26512	ENSMUSG00000109783	Gm45338	lncRNA	chr16
26513	ENSMUSG00000033355	Rtp4	protein_coding	chr16
26514	ENSMUSG00000004366	Sst	protein_coding	chr16
26515	ENSMUSG00000047531	Rtp2	protein_coding	chr16
26516	ENSMUSG00000022508	Bcl6	protein_coding	chr16
26517	ENSMUSG00000110291	Gm37419	protein_coding	chr16
26518	ENSMUSG00000116290	Gm49518	lncRNA	chr16
26519	ENSMUSG00000116437	Gm46545	lncRNA	chr16
26520	ENSMUSG00000115919	Gm31583	lncRNA	chr16
26521	ENSMUSG00000116173	Gm32126	lncRNA	chr16
26522	ENSMUSG00000115869	Gm31814	lncRNA	chr16
26523	ENSMUSG00000033306	Lpp	protein_coding	chr16
26524	ENSMUSG00000096960	A230028O05Rik	lncRNA	chr16
26525	ENSMUSG00000048399	Tprg	protein_coding	chr16
26526	ENSMUSG00000022510	Trp63	protein_coding	chr16
26527	ENSMUSG00000090257	Gm4524	lncRNA	chr16
26528	ENSMUSG00000038168	P3h2	protein_coding	chr16
26529	ENSMUSG00000090203	AU015336	lncRNA	chr16
26530	ENSMUSG00000022512	Cldn1	protein_coding	chr16
26531	ENSMUSG00000038148	Cldn16	protein_coding	chr16
26532	ENSMUSG00000091972	Tmem207	protein_coding	chr16
26533	ENSMUSG00000022514	Il1rap	protein_coding	chr16
26534	ENSMUSG00000092545	Gm20319	lncRNA	chr16
26535	ENSMUSG00000068428	Gmnc	protein_coding	chr16
26536	ENSMUSG00000052276	Ostn	protein_coding	chr16
26537	ENSMUSG00000116530	Gm32312	lncRNA	chr16
26538	ENSMUSG00000056423	Uts2b	protein_coding	chr16
26539	ENSMUSG00000038127	Ccdc50	protein_coding	chr16
26540	ENSMUSG00000116654	Gm10823	lncRNA	chr16
26541	ENSMUSG00000022523	Fgf12	protein_coding	chr16
26542	ENSMUSG00000051065	Mb21d2	protein_coding	chr16
26543	ENSMUSG00000022525	Plaat1	protein_coding	chr16
26544	ENSMUSG00000048939	Atp13a5	protein_coding	chr16
26545	ENSMUSG00000038094	Atp13a4	protein_coding	chr16
26546	ENSMUSG00000038084	Opa1	protein_coding	chr16
26547	ENSMUSG00000116814	Gm49636	lncRNA	chr16
26548	ENSMUSG00000097307	Gm26834	lncRNA	chr16
26549	ENSMUSG00000116891	Gm32679	lncRNA	chr16
26550	ENSMUSG00000097313	Gm26569	lncRNA	chr16
26551	ENSMUSG00000075286	Gm1968	lncRNA	chr16
26552	ENSMUSG00000097184	4632428C04Rik	lncRNA	chr16
26553	ENSMUSG00000116660	9030404E10Rik	lncRNA	chr16
26554	ENSMUSG00000022528	Hes1	protein_coding	chr16
26555	ENSMUSG00000101888	1700025H01Rik	lncRNA	chr16
26556	ENSMUSG00000097621	Gm26562	lncRNA	chr16
26557	ENSMUSG00000023176	Cpn2	protein_coding	chr16
26558	ENSMUSG00000052316	Lrrc15	protein_coding	chr16
26559	ENSMUSG00000047953	Gp5	protein_coding	chr16
26560	ENSMUSG00000022533	Atp13a3	protein_coding	chr16
26561	ENSMUSG00000022537	Tmem44	protein_coding	chr16
26562	ENSMUSG00000022538	Lsg1	protein_coding	chr16
26563	ENSMUSG00000046546	Fam43a	protein_coding	chr16
26564	ENSMUSG00000116570	Gm49754	lncRNA	chr16
26565	ENSMUSG00000116546	Gm49755	lncRNA	chr16
26566	ENSMUSG00000116951	Gm49756	lncRNA	chr16
26567	ENSMUSG00000116737	Gm49757	lncRNA	chr16
26568	ENSMUSG00000116581	Gm46565	lncRNA	chr16
26569	ENSMUSG00000047434	Xxylt1	protein_coding	chr16
26570	ENSMUSG00000087605	Gm15742	lncRNA	chr16
26571	ENSMUSG00000049076	Acap2	protein_coding	chr16
26572	ENSMUSG00000116946	Gm41442	lncRNA	chr16
26573	ENSMUSG00000047714	Ppp1r2	protein_coding	chr16
26574	ENSMUSG00000116617	Gm49767	lncRNA	chr16
26575	ENSMUSG00000022548	Apod	protein_coding	chr16
26576	ENSMUSG00000116973	AV205837	lncRNA	chr16
26577	ENSMUSG00000116690	Gm49736	lncRNA	chr16
26578	ENSMUSG00000046598	Bdh1	protein_coding	chr16
26579	ENSMUSG00000086645	Gm15743	lncRNA	chr16
26580	ENSMUSG00000116572	Gm49695	lncRNA	chr16
26581	ENSMUSG00000116762	Gm46560	lncRNA	chr16
26582	ENSMUSG00000116793	Gm34256	lncRNA	chr16
26583	ENSMUSG00000116597	Gm536	lncRNA	chr16
26584	ENSMUSG00000022770	Dlg1	protein_coding	chr16
26585	ENSMUSG00000022780	Meltf	protein_coding	chr16
26586	ENSMUSG00000045625	Pigz	protein_coding	chr16
26587	ENSMUSG00000107002	0610012G03Rik	protein_coding	chr16
26588	ENSMUSG00000022774	Ncbp2	protein_coding	chr16
26589	ENSMUSG00000022772	Senp5	protein_coding	chr16
26590	ENSMUSG00000116739	Gm49733	lncRNA	chr16
26591	ENSMUSG00000022781	Pak2	protein_coding	chr16
26592	ENSMUSG00000023791	Pigx	protein_coding	chr16
26593	ENSMUSG00000035790	Cep19	protein_coding	chr16
26594	ENSMUSG00000086146	Gm15729	lncRNA	chr16
26595	ENSMUSG00000052384	Nrros	protein_coding	chr16
26596	ENSMUSG00000075269	Bex6	protein_coding	chr16
26597	ENSMUSG00000035764	Fbxo45	protein_coding	chr16
26598	ENSMUSG00000022787	Wdr53	protein_coding	chr16
26599	ENSMUSG00000046345	Smco1	protein_coding	chr16
26600	ENSMUSG00000014074	Rnf168	protein_coding	chr16
26601	ENSMUSG00000053774	Ubxn7	protein_coding	chr16
26602	ENSMUSG00000079625	Tm4sf19	protein_coding	chr16
26603	ENSMUSG00000014075	Tctex1d2	protein_coding	chr16
26604	ENSMUSG00000005615	Pcyt1a	protein_coding	chr16
26605	ENSMUSG00000116714	2210020O09Rik	lncRNA	chr16
26606	ENSMUSG00000035699	Slc51a	protein_coding	chr16
26607	ENSMUSG00000052363	Zdhhc19	protein_coding	chr16
26608	ENSMUSG00000116957	Gm34680	lncRNA	chr16
26609	ENSMUSG00000022797	Tfrc	protein_coding	chr16
26610	ENSMUSG00000022791	Tnk2	protein_coding	chr16
26611	ENSMUSG00000075265	Tnk2os	lncRNA	chr16
26612	ENSMUSG00000079620	Muc4	protein_coding	chr16
26613	ENSMUSG00000035638	Muc20	protein_coding	chr16
26614	ENSMUSG00000094430	Smbd1	protein_coding	chr16
26615	ENSMUSG00000097256	Gm26769	lncRNA	chr16
26616	ENSMUSG00000035629	Rubcn	protein_coding	chr16
26617	ENSMUSG00000022800	Fyttd1	protein_coding	chr16
26618	ENSMUSG00000022801	Lrch3	protein_coding	chr16
26619	ENSMUSG00000078489	Gm17106	lncRNA	chr16
26620	ENSMUSG00000035578	Iqcg	protein_coding	chr16
26621	ENSMUSG00000060636	Rpl35a	protein_coding	chr16
26622	ENSMUSG00000022802	Lmln	protein_coding	chr16
26623	ENSMUSG00000022807	Osbpl11	protein_coding	chr16
26624	ENSMUSG00000022808	Snx4	protein_coding	chr16
26625	ENSMUSG00000097318	1700007L15Rik	lncRNA	chr16
26626	ENSMUSG00000022811	Zfp148	protein_coding	chr16
26627	ENSMUSG00000035506	Slc12a8	protein_coding	chr16
26628	ENSMUSG00000075254	Heg1	protein_coding	chr16
26629	ENSMUSG00000090214	Gm15657	lncRNA	chr16
26630	ENSMUSG00000022824	Muc13	protein_coding	chr16
26631	ENSMUSG00000022817	Itgb5	protein_coding	chr16
26632	ENSMUSG00000022814	Umps	protein_coding	chr16
26633	ENSMUSG00000086083	Gm15829	lncRNA	chr16
26634	ENSMUSG00000061751	Kalrn	protein_coding	chr16
26635	ENSMUSG00000022832	Ropn1	protein_coding	chr16
26636	ENSMUSG00000022833	Ccdc14	protein_coding	chr16
26637	ENSMUSG00000022836	Mylk	protein_coding	chr16
26638	ENSMUSG00000100593	1700119H24Rik	lncRNA	chr16
26639	ENSMUSG00000116665	E130310I04Rik	lncRNA	chr16
26640	ENSMUSG00000116840	Gm21691	lncRNA	chr16
26641	ENSMUSG00000035376	Hacd2	protein_coding	chr16
26642	ENSMUSG00000022840	Adcy5	protein_coding	chr16
26643	ENSMUSG00000034473	Sec22a	protein_coding	chr16
26644	ENSMUSG00000022844	Pdia5	protein_coding	chr16
26645	ENSMUSG00000099429	1600019K03Rik	lncRNA	chr16
26646	ENSMUSG00000052133	Sema5b	protein_coding	chr16
26647	ENSMUSG00000022848	Slc49a4	protein_coding	chr16
26648	ENSMUSG00000022849	Hspbap1	protein_coding	chr16
26649	ENSMUSG00000097914	Gm26838	lncRNA	chr16
26650	ENSMUSG00000034422	Parp14	protein_coding	chr16
26651	ENSMUSG00000049502	Dtx3l	protein_coding	chr16
26652	ENSMUSG00000022906	Parp9	protein_coding	chr16
26653	ENSMUSG00000086324	Gm15564	lncRNA	chr16
26654	ENSMUSG00000022905	Kpna1	protein_coding	chr16
26655	ENSMUSG00000034379	Wdr5b	protein_coding	chr16
26656	ENSMUSG00000003955	Fam162a	protein_coding	chr16
26657	ENSMUSG00000075229	Ccdc58	protein_coding	chr16
26658	ENSMUSG00000034362	Csta1	protein_coding	chr16
26659	ENSMUSG00000059657	Stfa2l1	protein_coding	chr16
26660	ENSMUSG00000079597	Cstdc4	protein_coding	chr16
26661	ENSMUSG00000094733	Csta3	protein_coding	chr16
26662	ENSMUSG00000095620	Csta2	protein_coding	chr16
26663	ENSMUSG00000071562	Stfa1	protein_coding	chr16
26664	ENSMUSG00000079594	Cstdc6	protein_coding	chr16
26665	ENSMUSG00000071561	Cstdc5	protein_coding	chr16
26666	ENSMUSG00000087689	Gm15845	lncRNA	chr16
26667	ENSMUSG00000022902	Stfa2	protein_coding	chr16
26668	ENSMUSG00000054905	Stfa3	protein_coding	chr16
26669	ENSMUSG00000051980	Casr	protein_coding	chr16
26670	ENSMUSG00000116961	Gm49662	lncRNA	chr16
26671	ENSMUSG00000022901	Cd86	protein_coding	chr16
26672	ENSMUSG00000022900	Ildr1	protein_coding	chr16
26673	ENSMUSG00000022899	Slc15a2	protein_coding	chr16
26674	ENSMUSG00000022838	Eaf2	protein_coding	chr16
26675	ENSMUSG00000022837	Iqcb1	protein_coding	chr16
26676	ENSMUSG00000116797	2600002D14Rik	lncRNA	chr16
26677	ENSMUSG00000034243	Golgb1	protein_coding	chr16
26678	ENSMUSG00000084834	4930565N06Rik	lncRNA	chr16
26679	ENSMUSG00000022831	Hcls1	protein_coding	chr16
26680	ENSMUSG00000047746	Fbxo40	protein_coding	chr16
26681	ENSMUSG00000034206	Polq	protein_coding	chr16
26682	ENSMUSG00000022829	Stxbp5l	protein_coding	chr16
26683	ENSMUSG00000022828	Gtf2e1	protein_coding	chr16
26684	ENSMUSG00000022827	Rabl3	protein_coding	chr16
26685	ENSMUSG00000022821	Hgd	protein_coding	chr16
26686	ENSMUSG00000116723	Gm46559	lncRNA	chr16
26687	ENSMUSG00000022820	Ndufb4	protein_coding	chr16
26688	ENSMUSG00000022816	Fstl1	protein_coding	chr16
26689	ENSMUSG00000108763	Gm36028	protein_coding	chr16
26690	ENSMUSG00000034158	Lrrc58	protein_coding	chr16
26691	ENSMUSG00000046961	Gpr156	protein_coding	chr16
26692	ENSMUSG00000022812	Gsk3b	protein_coding	chr16
26693	ENSMUSG00000022809	Nr1i2	protein_coding	chr16
26694	ENSMUSG00000022805	Maats1	protein_coding	chr16
26695	ENSMUSG00000087568	Maats1os	lncRNA	chr16
26696	ENSMUSG00000046516	Cox17	protein_coding	chr16
26697	ENSMUSG00000022803	Popdc2	protein_coding	chr16
26698	ENSMUSG00000002847	Pla1a	protein_coding	chr16
26699	ENSMUSG00000002844	Adprh	protein_coding	chr16
26700	ENSMUSG00000097576	D930030I03Rik	lncRNA	chr16
26701	ENSMUSG00000075122	Cd80	protein_coding	chr16
26702	ENSMUSG00000002846	Timmdc1	protein_coding	chr16
26703	ENSMUSG00000034064	Poglut1	protein_coding	chr16
26704	ENSMUSG00000002845	Tmem39a	protein_coding	chr16
26705	ENSMUSG00000091238	Gm17103	lncRNA	chr16
26706	ENSMUSG00000022799	Arhgap31	protein_coding	chr16
26707	ENSMUSG00000022793	B4galt4	protein_coding	chr16
26708	ENSMUSG00000049436	Upk1b	protein_coding	chr16
26709	ENSMUSG00000022798	Tex55	protein_coding	chr16
26710	ENSMUSG00000086175	Gm15802	lncRNA	chr16
26711	ENSMUSG00000022790	Igsf11	protein_coding	chr16
26712	ENSMUSG00000116965	Gm36742	lncRNA	chr16
26713	ENSMUSG00000116573	Gm36903	lncRNA	chr16
26714	ENSMUSG00000061080	Lsamp	protein_coding	chr16
26715	ENSMUSG00000101463	Gm28750	lncRNA	chr16
26716	ENSMUSG00000047261	Gap43	protein_coding	chr16
26717	ENSMUSG00000075070	4932412D23Rik	lncRNA	chr16
26718	ENSMUSG00000022708	Zbtb20	protein_coding	chr16
26719	ENSMUSG00000116903	Gm19522	lncRNA	chr16
26720	ENSMUSG00000055370	Gm9968	lncRNA	chr16
26721	ENSMUSG00000085499	Gm15713	lncRNA	chr16
26722	ENSMUSG00000071552	Tigit	protein_coding	chr16
26723	ENSMUSG00000116684	Gm49735	lncRNA	chr16
26724	ENSMUSG00000022705	Drd3	protein_coding	chr16
26725	ENSMUSG00000022704	Qtrt2	protein_coding	chr16
26726	ENSMUSG00000022701	Ccdc191	protein_coding	chr16
26727	ENSMUSG00000036304	Zdhhc23	protein_coding	chr16
26728	ENSMUSG00000036292	Gramd1c	protein_coding	chr16
26729	ENSMUSG00000052459	Atp6v1a	protein_coding	chr16
26730	ENSMUSG00000022698	Naa50	protein_coding	chr16
26731	ENSMUSG00000068284	Usf3	protein_coding	chr16
26732	ENSMUSG00000022696	Sidt1	protein_coding	chr16
26733	ENSMUSG00000043065	Spice1	protein_coding	chr16
26734	ENSMUSG00000071550	Cfap44	protein_coding	chr16
26735	ENSMUSG00000022687	Boc	protein_coding	chr16
26736	ENSMUSG00000036208	Nepro	protein_coding	chr16
26737	ENSMUSG00000022668	Gtpbp8	protein_coding	chr16
26738	ENSMUSG00000022667	Cd200r1	protein_coding	chr16
26739	ENSMUSG00000062082	Cd200r4	protein_coding	chr16
26740	ENSMUSG00000090176	Cd200r2	protein_coding	chr16
26741	ENSMUSG00000036172	Cd200r3	protein_coding	chr16
26742	ENSMUSG00000022665	Ccdc80	protein_coding	chr16
26743	ENSMUSG00000022664	Slc35a5	protein_coding	chr16
26744	ENSMUSG00000022663	Atg3	protein_coding	chr16
26745	ENSMUSG00000052013	Btla	protein_coding	chr16
26746	ENSMUSG00000022661	Cd200	protein_coding	chr16
26747	ENSMUSG00000053182	Gm609	protein_coding	chr16
26748	ENSMUSG00000116542	Gm17783	protein_coding	chr16
26749	ENSMUSG00000033210	Slc9c1	protein_coding	chr16
26750	ENSMUSG00000022659	Gcsam	protein_coding	chr16
26751	ENSMUSG00000033187	BC016579	protein_coding	chr16
26752	ENSMUSG00000033177	Tmprss7	protein_coding	chr16
26753	ENSMUSG00000022658	Tagln3	protein_coding	chr16
26754	ENSMUSG00000033157	Abhd10	protein_coding	chr16
26755	ENSMUSG00000086237	Gm15591	lncRNA	chr16
26756	ENSMUSG00000033149	Phldb2	protein_coding	chr16
26757	ENSMUSG00000085781	Gm15640	lncRNA	chr16
26758	ENSMUSG00000085826	Gm15638	lncRNA	chr16
26759	ENSMUSG00000087141	Plcxd2	protein_coding	chr16
26760	ENSMUSG00000022657	Cd96	protein_coding	chr16
26761	ENSMUSG00000048087	Gm4737	protein_coding	chr16
26762	ENSMUSG00000022656	Nectin3	protein_coding	chr16
26763	ENSMUSG00000116755	6430553K19Rik	lncRNA	chr16
26764	ENSMUSG00000058550	Dppa4	protein_coding	chr16
26765	ENSMUSG00000072419	Dppa2	protein_coding	chr16
26766	ENSMUSG00000110573	Gm5485	protein_coding	chr16
26767	ENSMUSG00000022652	Morc1	protein_coding	chr16
26768	ENSMUSG00000030775	Trat1	protein_coding	chr16
26769	ENSMUSG00000022650	Retnlb	protein_coding	chr16
26770	ENSMUSG00000061100	Retnla	protein_coding	chr16
26771	ENSMUSG00000022651	Retnlg	protein_coding	chr16
26772	ENSMUSG00000064061	Dzip3	protein_coding	chr16
26773	ENSMUSG00000033031	Cip2a	protein_coding	chr16
26774	ENSMUSG00000092009	Myh15	protein_coding	chr16
26775	ENSMUSG00000073976	1700026J12Rik	lncRNA	chr16
26776	ENSMUSG00000032965	Ift57	protein_coding	chr16
26777	ENSMUSG00000087066	Gm15518	lncRNA	chr16
26778	ENSMUSG00000055447	Cd47	protein_coding	chr16
26779	ENSMUSG00000022641	Bbx	protein_coding	chr16
26780	ENSMUSG00000097694	G730013B05Rik	lncRNA	chr16
26781	ENSMUSG00000050685	Ccdc54	protein_coding	chr16
26782	ENSMUSG00000116848	4930542D17Rik	lncRNA	chr16
26783	ENSMUSG00000022639	Dubr	lncRNA	chr16
26784	ENSMUSG00000092276	1700116B05Rik	lncRNA	chr16
26785	ENSMUSG00000116706	Gm32431	lncRNA	chr16
26786	ENSMUSG00000116725	Gm29686	lncRNA	chr16
26787	ENSMUSG00000022637	Cblb	protein_coding	chr16
26788	ENSMUSG00000022636	Alcam	protein_coding	chr16
26789	ENSMUSG00000116611	4930404A05Rik	lncRNA	chr16
26790	ENSMUSG00000116689	4930405D01Rik	lncRNA	chr16
26791	ENSMUSG00000064310	Zpld1	protein_coding	chr16
26792	ENSMUSG00000035356	Nfkbiz	protein_coding	chr16
26793	ENSMUSG00000075033	Nxpe3	protein_coding	chr16
26794	ENSMUSG00000022604	Cep97	protein_coding	chr16
26795	ENSMUSG00000098274	Rpl24	protein_coding	chr16
26796	ENSMUSG00000102101	Zbtb11os1	lncRNA	chr16
26797	ENSMUSG00000022601	Zbtb11	protein_coding	chr16
26798	ENSMUSG00000071533	Pcnp	protein_coding	chr16
26799	ENSMUSG00000044763	Trmt10c	protein_coding	chr16
26800	ENSMUSG00000052917	Senp7	protein_coding	chr16
26801	ENSMUSG00000035270	Impg2	protein_coding	chr16
26802	ENSMUSG00000035258	Abi3bp	protein_coding	chr16
26803	ENSMUSG00000022757	Tfg	protein_coding	chr16
26804	ENSMUSG00000022755	Adgrg7	protein_coding	chr16
26805	ENSMUSG00000022754	Tmem45a	protein_coding	chr16
26806	ENSMUSG00000084999	Gm15839	lncRNA	chr16
26807	ENSMUSG00000109588	Lnp1	protein_coding	chr16
26808	ENSMUSG00000046748	Tmem45a2	protein_coding	chr16
26809	ENSMUSG00000022752	Tomm70a	protein_coding	chr16
26810	ENSMUSG00000022751	Nit2	protein_coding	chr16
26811	ENSMUSG00000097876	Gm16892	lncRNA	chr16
26812	ENSMUSG00000022749	Tbc1d23	protein_coding	chr16
26813	ENSMUSG00000022753	Tmem30c	protein_coding	chr16
26814	ENSMUSG00000097896	Gm26800	lncRNA	chr16
26815	ENSMUSG00000022748	Cmss1	protein_coding	chr16
26816	ENSMUSG00000116877	4921517D16Rik	lncRNA	chr16
26817	ENSMUSG00000116789	Gm49579	lncRNA	chr16
26818	ENSMUSG00000043336	Filip1l	protein_coding	chr16
26819	ENSMUSG00000068196	Col8a1	protein_coding	chr16
26820	ENSMUSG00000116920	Gm49575	lncRNA	chr16
26821	ENSMUSG00000116770	Gm49576	lncRNA	chr16
26822	ENSMUSG00000116717	Gm49574	lncRNA	chr16
26823	ENSMUSG00000086827	4930461C15Rik	lncRNA	chr16
26824	ENSMUSG00000035107	Dcbld2	protein_coding	chr16
26825	ENSMUSG00000022747	St3gal6	protein_coding	chr16
26826	ENSMUSG00000075002	Gm813	protein_coding	chr16
26827	ENSMUSG00000055789	E330017A01Rik	protein_coding	chr16
26828	ENSMUSG00000116579	Gm49701	lncRNA	chr16
26829	ENSMUSG00000022742	Cpox	protein_coding	chr16
26830	ENSMUSG00000047293	Gpr15	protein_coding	chr16
26831	ENSMUSG00000022744	Cldnd1	protein_coding	chr16
26832	ENSMUSG00000071510	Olfr172	protein_coding	chr16
26833	ENSMUSG00000049362	Olfr173	protein_coding	chr16
26834	ENSMUSG00000060663	Olfr175-ps1	protein_coding	chr16
26835	ENSMUSG00000063137	Olfr177	protein_coding	chr16
26836	ENSMUSG00000044029	Olfr178	protein_coding	chr16
26837	ENSMUSG00000090629	Olfr180	protein_coding	chr16
26838	ENSMUSG00000090951	Olfr181	protein_coding	chr16
26839	ENSMUSG00000062105	Olfr183	protein_coding	chr16
26840	ENSMUSG00000047960	Olfr186	protein_coding	chr16
26841	ENSMUSG00000043357	Olfr187	protein_coding	chr16
26842	ENSMUSG00000064006	Olfr190	protein_coding	chr16
26843	ENSMUSG00000094539	Olfr191	protein_coding	chr16
26844	ENSMUSG00000060057	Olfr193	protein_coding	chr16
26845	ENSMUSG00000063020	Olfr194	protein_coding	chr16
26846	ENSMUSG00000062608	Olfr195	protein_coding	chr16
26847	ENSMUSG00000096695	Olfr196	protein_coding	chr16
26848	ENSMUSG00000052537	Olfr198	protein_coding	chr16
26849	ENSMUSG00000074996	Olfr199	protein_coding	chr16
26850	ENSMUSG00000074995	Olfr201	protein_coding	chr16
26851	ENSMUSG00000048810	Olfr202	protein_coding	chr16
26852	ENSMUSG00000068182	Olfr203	protein_coding	chr16
26853	ENSMUSG00000095928	Olfr204	protein_coding	chr16
26854	ENSMUSG00000094422	Olfr205	protein_coding	chr16
26855	ENSMUSG00000066257	Olfr206	protein_coding	chr16
26856	ENSMUSG00000095706	Olfr209	protein_coding	chr16
26857	ENSMUSG00000074991	Gabrr3	protein_coding	chr16
26858	ENSMUSG00000099983	1700022E09Rik	lncRNA	chr16
26859	ENSMUSG00000022724	Riox2	protein_coding	chr16
26860	ENSMUSG00000022723	Crybg3	protein_coding	chr16
26861	ENSMUSG00000022722	Arl6	protein_coding	chr16
26862	ENSMUSG00000116894	4930547E14Rik	lncRNA	chr16
26863	ENSMUSG00000055540	Epha6	protein_coding	chr16
26864	ENSMUSG00000089685	Gm9017	lncRNA	chr16
26865	ENSMUSG00000116619	Gm49615	lncRNA	chr16
26866	ENSMUSG00000050312	Nsun3	protein_coding	chr16
26867	ENSMUSG00000022911	Arl13b	protein_coding	chr16
26868	ENSMUSG00000047854	Stx19	protein_coding	chr16
26869	ENSMUSG00000022912	Pros1	protein_coding	chr16
26870	ENSMUSG00000116574	Gm18870	lncRNA	chr16
26871	ENSMUSG00000116871	Gm33912	lncRNA	chr16
26872	ENSMUSG00000116752	Gm49622	lncRNA	chr16
26873	ENSMUSG00000052504	Epha3	protein_coding	chr16
26874	ENSMUSG00000068167	Csnka2ip	protein_coding	chr16
26875	ENSMUSG00000059920	4930453N24Rik	protein_coding	chr16
26876	ENSMUSG00000047141	Zfp654	protein_coding	chr16
26877	ENSMUSG00000054604	Cggbp1	protein_coding	chr16
26878	ENSMUSG00000050783	Htr1f	protein_coding	chr16
26879	ENSMUSG00000116699	Gm49631	lncRNA	chr16
26880	ENSMUSG00000004842	Pou1f1	protein_coding	chr16
26881	ENSMUSG00000004843	Chmp2b	protein_coding	chr16
26882	ENSMUSG00000091243	Vgll3	protein_coding	chr16
26883	ENSMUSG00000064115	Cadm2	protein_coding	chr16
26884	ENSMUSG00000092599	1700010K23Rik	lncRNA	chr16
26885	ENSMUSG00000045178	4933411O13Rik	lncRNA	chr16
26886	ENSMUSG00000116575	Gm49648	lncRNA	chr16
26887	ENSMUSG00000107073	4930428D20Rik	lncRNA	chr16
26888	ENSMUSG00000063163	Speer2	protein_coding	chr16
26889	ENSMUSG00000116588	Gm49655	lncRNA	chr16
26890	ENSMUSG00000022707	Gbe1	protein_coding	chr16
26891	ENSMUSG00000116792	D16Ertd519e	lncRNA	chr16
26892	ENSMUSG00000116800	Gm29823	lncRNA	chr16
26893	ENSMUSG00000116750	4931420L22Rik	lncRNA	chr16
26894	ENSMUSG00000116982	4930567J20Rik	lncRNA	chr16
26895	ENSMUSG00000116769	8030451O07Rik	lncRNA	chr16
26896	ENSMUSG00000022883	Robo1	protein_coding	chr16
26897	ENSMUSG00000116976	4930500H12Rik	lncRNA	chr16
26898	ENSMUSG00000052516	Robo2	protein_coding	chr16
26899	ENSMUSG00000116610	Gm49678	lncRNA	chr16
26900	ENSMUSG00000032948	Lipi	protein_coding	chr16
26901	ENSMUSG00000032940	Rbm11	protein_coding	chr16
26902	ENSMUSG00000032932	Hspa13	protein_coding	chr16
26903	ENSMUSG00000022876	Samsn1	protein_coding	chr16
26904	ENSMUSG00000087214	Gm15555	lncRNA	chr16
26905	ENSMUSG00000116695	4930578N18Rik	lncRNA	chr16
26906	ENSMUSG00000048490	Nrip1	protein_coding	chr16
26907	ENSMUSG00000116968	Gm49587	lncRNA	chr16
26908	ENSMUSG00000109338	Gm45030	lncRNA	chr16
26909	ENSMUSG00000116701	Gm30726	lncRNA	chr16
26910	ENSMUSG00000108903	Gm45029	lncRNA	chr16
26911	ENSMUSG00000109333	Gm30790	lncRNA	chr16
26912	ENSMUSG00000100857	1700041M19Rik	lncRNA	chr16
26913	ENSMUSG00000022867	Usp25	protein_coding	chr16
26914	ENSMUSG00000090386	Mir99ahg	lncRNA	chr16
26915	ENSMUSG00000079546	Gm11146	protein_coding	chr16
26916	ENSMUSG00000091193	Gm17333	lncRNA	chr16
26917	ENSMUSG00000109841	E330011O21Rik	lncRNA	chr16
26918	ENSMUSG00000022865	Cxadr	protein_coding	chr16
26919	ENSMUSG00000022863	Btg3	protein_coding	chr16
